adult,budget,genres,original_language,popularity,revenue,runtime,vote_average,vote_count,release_strategy,director_popularity,lead_actor_popularity,avg_top5_cast_popularity,imdb_rating,imdb_votes,period,roi,collection_flag,production_companies_count_cat,origin_country_count_cat,production_countries_count_cat,spoken_languages_count_cat
0,0,"['Music', 'Documentary']",en,0.1049,0,92,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,"['Documentary', 'Music']",en,0.9592,0,92,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,1
0,0,['Drama'],Other,0.4085,1358938,110,8.3,12,unknown,0.4631,0.7702,1.16072,8.0,1387.0,After COVID,,0,2,1,2,2
0,0,['Documentary'],en,0.2442,0,59,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,[],ko,0.0071,0,40,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Thriller', 'Drama']",Other,0.9331,4749333,115,6.967,30,streaming,0.6144,0.5819,0.5805,5.0,192.0,After COVID,,0,2,1,1,1
0,0,"['Comedy', 'Drama', 'TV Movie']",Other,0.714,0,84,8.0,8,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,2,1,1,1
0,0,"['Drama', 'Music', 'TV Movie']",Other,2.0378,0,84,9.5,2,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,0,1
0,8178032,['Drama'],it,9.1811,1,115,6.2,148,theatrical,1.6247,1.6247,1.24828,6.0,1029.0,After COVID,-0.9999998777211926,0,2,1,1,1
0,0,['Comedy'],en,0.0544,0,60,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,1,1
0,300000,"['Horror', 'Thriller']",Other,6.8135,5510590,98,6.4,23,streaming,1.1686,2.0041,1.66024,4.5,1056.0,After COVID,17.36863333333333,0,2,1,1,1
0,2250000,['Horror'],Other,0.8489,633385,93,5.96,99,theatrical,0.4209,0.4868,0.6041000000000001,4.7,1829.0,After COVID,-0.7184955555555556,0,2,1,1,1
0,50,['Horror'],en,0.0832,50,58,5.0,1,streaming,0.5185,0.5185,0.2969,5.6,20.0,After COVID,0.0,0,0,1,1,0
0,0,['Documentary'],en,0.1166,0,100,0.0,0,unknown,,,,,,During COVID,,0,1,1,1,0
0,0,['Documentary'],en,0.0071,0,58,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,['Drama'],en,0.235,0,76,0.0,0,theatrical,,,,,,During COVID,,0,0,1,0,0
0,0,['Horror'],en,3.4142,0,90,5.0,1,unknown,,,,,,During COVID,,0,1,1,0,1
0,0,['Music'],en,0.0,0,65,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.0071,0,72,0.0,0,streaming,,,,,,Before COVID,,0,0,1,1,0
0,0,"['Drama', 'Thriller', 'Horror']",Other,0.744,0,77,0.0,0,streaming,,,,,,During COVID,,0,0,1,1,1
0,0,['Comedy'],en,1.2763,1457000,140,9.3,3,streaming,0.9594,0.0902,0.71996,5.4,242.0,After COVID,,0,1,1,1,1
0,0,[],en,0.0935,0,101,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.7696,0,85,1.0,2,theatrical,,,,,,Before COVID,,0,0,1,0,0
0,0,"['Documentary', 'War']",en,5.381,21000,94,8.0,246,unknown,0.665,0.665,0.31432,8.5,26967.0,After COVID,,0,2,1,1,2
0,0,"['Science Fiction', 'Fantasy', 'Horror']",en,3.0617,100000,94,5.167,42,theatrical,0.8385,2.578,2.93408,5.3,1462.0,After COVID,,0,1,1,1,1
0,0,"['Comedy', 'Drama', 'Romance']",en,2.7063,534000,108,6.059,34,theatrical,0.3707,0.7794,0.87776,6.2,4543.0,After COVID,,0,2,1,1,2
0,0,"['Horror', 'Mystery', 'Thriller', 'Drama', 'Science Fiction']",en,1.4762,138617,99,6.333,144,streaming,3.1941,3.9743,2.16268,6.2,9385.0,After COVID,,0,2,1,1,1
0,0,"['Drama', 'Romance']",Other,3.894,258249,103,6.65,40,unknown,0.2543,0.1922,0.19424,7.0,2486.0,After COVID,,0,2,2,2,2
0,0,['Documentary'],en,3.2228,21000,118,3.857,7,theatrical,0.3436,0.1724,5.530749999999999,7.4,749.0,After COVID,,0,2,1,1,1
0,0,['Documentary'],Other,1.2872,912,88,7.235,17,unknown,0.2633,0.4692,0.70448,6.9,996.0,After COVID,,0,2,1,2,2
0,0,"['Documentary', 'Music']",en,1.0574,5500,91,7.8,8,streaming,0.1912,0.094,0.1382,7.3,560.0,After COVID,,0,2,1,2,2
0,10000000,['Drama'],es,4.5388,21761164,126,8.4,481,streaming,1.0928,1.9984,1.10992,7.8,7323.0,After COVID,1.1761164,0,2,1,2,1
0,0,"['Comedy', 'Mystery', 'Thriller']",es,2.8168,14707,111,6.683,93,streaming,0.6369,0.6369,0.60046,6.9,4635.0,After COVID,,0,2,1,2,2
0,0,['Comedy'],en,2.0581,0,90,7.5,2,unknown,,,,,,Before COVID,,0,0,1,0,0
0,0,"['Comedy', 'Horror']",en,1.6548,6477,78,0.0,0,theatrical,0.9956,0.2741,0.5175,7.0,92.0,After COVID,,0,2,1,1,1
0,0,['Documentary'],en,0.2241,0,42,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,0
0,2,[],Other,0.0,0,140,5.0,1,theatrical,0.0,0.0143,0.0143,,,During COVID,-1.0,0,0,1,0,1
0,0,"['Music', 'Documentary']",en,0.0412,0,114,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,2,1,1,0
0,0,"['Crime', 'Comedy']",en,2.6691,11098,102,6.185,538,streaming,1.6206,12.5455,5.15078,6.2,40934.0,After COVID,,0,2,1,1,1
0,0,"['Documentary', 'Music']",en,0.157,0,40,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,0
0,53400000,"['Drama', 'Romance']",en,3.2039,5450715,138,6.6,446,theatrical,2.3967,7.4869,4.1625,6.4,26720.0,After COVID,-0.8979266853932584,0,2,1,2,2
0,0,['Documentary'],en,1.3701,0,62,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,"['Drama', 'TV Movie']",zh,0.6017,0,90,0.0,0,unknown,,,,,,Before COVID,,0,0,1,1,1
0,875,['Documentary'],en,1.0595,0,71,9.6,23,unknown,,,,,,During COVID,-1.0,0,1,1,1,1
0,0,['Music'],en,0.2572,0,108,10.0,1,streaming,0.0,0.0143,0.0143,,,During COVID,,0,2,1,1,0
0,0,"['Animation', 'Adventure', 'Comedy', 'Family']",en,3.3353,311198,90,6.462,52,theatrical,0.4701,1.3602,0.87478,5.8,743.0,After COVID,,0,2,2,2,1
0,0,['Music'],de,0.3157,0,83,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,2,1,1,1
0,0,['Comedy'],en,1.9245,82047,88,5.135,26,streaming,2.7488,2.7488,1.70824,5.7,1585.0,After COVID,,0,2,1,1,1
0,0,['Documentary'],en,0.0286,0,57,0.0,0,unknown,,,,,,Before COVID,,0,2,1,1,1
0,0,"['Comedy', 'Adventure', 'Thriller']",fr,3.367,0,42,0.0,0,streaming,,,,,,During COVID,,0,1,1,1,1
0,0,[],it,0.1874,0,130,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,1
0,0,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction']",ja,7.5175,23839864,94,6.697,38,theatrical,1.0266,2.3838,2.24812,6.5,834.0,After COVID,,1,2,1,1,1
0,0,[],en,0.0647,0,83,0.0,0,unknown,,,,,,During COVID,,0,0,1,0,1
0,0,"['Documentary', 'Music']",en,0.1862,0,77,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],de,0.6352,0,76,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,2
0,0,['Documentary'],it,0.0662,0,51,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,1
0,0,"['Documentary', 'Drama']",Other,0.0676,0,90,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,0,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,0.388,0,78,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,0.0071,0,85,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,1
0,0,[],ja,0.7971,0,89,5.0,1,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,[],ja,0.4951,0,86,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,[],ja,0.0,0,55,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],ja,0.822,0,71,2.0,2,theatrical,,,,,,During COVID,,0,2,1,1,1
0,0,[],en,0.0239,0,60,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,2,0,1
0,400,[],en,0.0286,0,45,10.0,1,unknown,,,,,,During COVID,-1.0,0,0,1,0,0
0,0,['Comedy'],Other,0.9973,2400000,105,5.323,31,theatrical,0.1203,0.4798,0.4488399999999999,6.2,7558.0,After COVID,,1,1,1,1,1
0,0,['Documentary'],it,3.9028,0,73,6.0,1,unknown,,,,,,During COVID,,0,2,1,0,1
0,0,['Music'],ja,1.4565,0,172,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,2,1,1,1
0,0,['Music'],ja,2.7689,0,275,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,"['Documentary', 'Music']",en,0.0286,0,42,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0,0,180,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,2.4819,0,101,6.0,3,streaming,,,,,,Before COVID,,0,2,1,1,1
0,0,['Music'],en,0.0379,0,54,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Music', 'Documentary']",en,0.0286,0,100,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,0
0,0,['Horror'],ja,0.2593,0,75,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Horror'],ja,0.1901,0,91,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Documentary'],en,0.1485,0,51,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,2
0,0,['Horror'],ja,0.1517,0,108,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,[],fr,0.0502,0,90,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,[],en,1.4892,0,46,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],fr,0.0714,0,55,7.2,3,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Documentary'],fr,0.0856,0,52,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,2,1,1,1
0,0,"['Fantasy', 'Drama', 'Family']",es,0.0639,0,50,7.0,1,unknown,,,,,,During COVID,,0,1,1,1,1
0,41300,['Drama'],en,0.6386,0,73,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,2,2,2
0,0,"['Comedy', 'Romance']",en,2.274,0,87,2.0,1,streaming,,,,,,During COVID,,0,0,1,0,1
0,0,"['Drama', 'Comedy']",en,1.0702,0,80,10.0,1,streaming,,,,,,During COVID,,0,0,2,0,1
0,0,['Documentary'],Other,0.8282,0,58,0.0,0,unknown,,,,,,During COVID,,0,2,1,1,2
0,0,['Documentary'],en,0.052,0,62,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,0
0,0,"['Documentary', 'Music']",en,4.517,0,59,0.0,0,unknown,,,,,,Before COVID,,0,2,1,1,1
0,0,[],en,0.0,0,60,0.0,0,unknown,,,,,,Before COVID,,0,1,1,0,1
0,0,[],en,0.4385,0,119,5.0,1,unknown,,,,,,During COVID,,0,0,1,0,1
0,0,['Drama'],Other,0.9182,0,90,0.0,0,theatrical,,,,,,During COVID,,0,0,1,0,1
0,48000,['Drama'],en,0.6071,0,72,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,1,1,0
0,0,['Comedy'],en,0.3043,0,63,1.0,1,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.0,0,64,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,0
0,0,[],Other,0.0543,0,50,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,0,['Documentary'],en,0.6144,0,93,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,[],ja,0.8335,0,106,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],en,0.0,0,40,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,0
0,0,[],ja,1.2606,0,49,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],en,4.7445,67136,101,4.326,46,streaming,0.4116,0.542,2.07614,4.5,1673.0,After COVID,,0,2,1,2,1
0,60000,"['Fantasy', 'Adventure']",Other,0.6246,0,85,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,1,1,0
0,2500,['Thriller'],en,0.5206,0,49,0.0,0,theatrical,,,,,,Before COVID,-1.0,0,1,1,0,1
0,0,['Documentary'],en,0.2683,0,41,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,1340,['Thriller'],de,0.3613,0,86,1.0,2,theatrical,,,,,,During COVID,-1.0,0,1,1,1,1
0,0,"['Animation', 'Adventure', 'Family']",en,2.2344,1409192,72,6.7,10,theatrical,0.2656,0.3937,0.72124,5.9,246.0,After COVID,,0,2,2,2,1
0,1440,['Fantasy'],de,0.2819,0,91,0.0,0,unknown,,,,,,During COVID,-1.0,0,1,1,1,1
0,0,"['Animation', 'Adventure', 'Comedy', 'Family']",en,6.1422,7212439,84,7.2,12,streaming,0.2139,0.29,0.97436,5.1,404.0,After COVID,,1,2,1,2,1
0,0,['Horror'],ja,0.0143,0,54,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,"['Documentary', 'TV Movie', 'Comedy']",en,0.1612,0,58,0.0,1,unknown,,,,,,Before COVID,,0,2,1,1,1
0,0,[],en,0.0,0,128,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0,0,160,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Fantasy', 'Family', 'Drama']",Other,0.0877,0,79,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,360,['Drama'],de,0.2081,0,115,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,1,1,1
0,2200,"['Thriller', 'Mystery']",de,0.231,0,94,0.0,0,unknown,,,,,,Before COVID,-1.0,0,1,1,1,1
0,0,[],zh,0.0239,0,50,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,0,"['Drama', 'Romance']",Other,0.1168,0,44,7.0,1,streaming,,,,,,Before COVID,,0,0,1,0,2
0,500,"['Horror', 'Comedy']",en,0.0414,0,120,10.0,1,theatrical,,,,,,During COVID,-1.0,0,2,1,1,1
0,0,[],ja,0.4001,0,79,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Documentary'],en,1.6243,0,47,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,0
0,0,['Drama'],en,4.7943,7578,120,6.139,18,theatrical,3.1524,1.3865,4.668100000000001,6.0,1338.0,After COVID,,0,2,1,1,1
0,0,['Thriller'],en,0.4155,0,75,0.0,0,streaming,,,,,,Before COVID,,0,0,1,1,0
0,12000000,"['Horror', 'Science Fiction', 'Thriller']",en,5.4172,12977758,84,5.92,452,theatrical,1.157,2.6283,2.85658,5.2,16131.0,After COVID,0.08147983333333333,0,2,1,1,1
0,0,['Drama'],en,0.2898,0,70,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,1,0
0,0,[],en,0.0,0,225,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0,0,232,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,0.0311,0,56,8.1,5,streaming,,,,,,During COVID,,0,1,1,2,2
0,2,"['Horror', 'Thriller']",en,0.3254,0,87,2.2,4,streaming,,,,,,During COVID,-1.0,0,1,1,1,1
0,300,"['Drama', 'Romance']",de,0.451,0,101,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,-1.0,0,1,1,1,1
0,0,['Documentary'],fr,0.0143,0,56,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,2,1,2,2
0,0,"['Crime', 'Thriller', 'Drama']",en,0.4432,0,93,0.0,0,streaming,,,,,,Before COVID,,0,1,1,1,1
0,0,"['Crime', 'Drama']",es,0.0559,0,95,8.0,1,theatrical,,,,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],fr,0.1228,0,50,10.0,1,unknown,,,,,,Before COVID,,0,2,1,1,2
0,1600,[],ru,0.2203,0,54,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,-1.0,0,0,1,0,1
0,0,[],en,0.1577,0,111,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,50000,"['Documentary', 'Music', 'History']",en,0.8935,0,92,0.0,0,theatrical,,,,,,During COVID,-1.0,0,1,1,0,0
0,0,['Drama'],fr,3.3305,2365956,120,6.6,58,theatrical,0.1279,0.7384,0.92336,6.2,372.0,After COVID,,0,2,2,2,2
0,0,['Documentary'],en,0.1992,0,44,8.0,1,streaming,,,,,,During COVID,,0,0,1,0,1
0,0,[],ja,0.7233,0,70,5.0,1,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,5000000,"['Animation', 'Comedy', 'Adventure', 'Action']",ja,6.2906,59629242,110,7.067,585,theatrical,1.401,2.6133,3.15932,7.3,8278.0,After COVID,10.9258484,0,2,1,1,1
0,0,"['Action', 'Fantasy', 'Adventure']",zh,1.0214,0,91,0.0,0,theatrical,,,,,,Before COVID,,1,2,1,1,1
0,0,"['Adventure', 'Fantasy', 'Comedy']",zh,0.4413,0,99,10.0,1,theatrical,,,,,,Before COVID,,1,2,1,1,1
0,1500,['Science Fiction'],de,0.3114,0,101,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,-1.0,0,1,1,1,1
0,2200,"['Horror', 'Comedy']",de,0.3081,0,158,3.0,2,unknown,,,,,,Before COVID,-1.0,0,1,1,1,1
0,0,['Documentary'],en,0.0362,0,60,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,0,[],ja,0.0071,0,79,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Documentary'],en,0.0143,0,56,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,0
0,0,['Documentary'],en,0.0239,0,42,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,0
0,0,['Documentary'],en,0.0454,0,69,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,0
0,0,['Documentary'],en,0.0071,0,60,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,0
0,8000,['Horror'],en,0.0071,0,82,0.0,0,unknown,,,,,,During COVID,-1.0,0,1,1,1,1
0,0,['Music'],en,0.2533,0,105,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Documentary', 'Music']",en,0.0585,0,126,0.0,0,unknown,,,,,,During COVID,,0,1,1,1,1
0,0,['Music'],en,0.5807,0,90,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,0
0,0,['Music'],en,0.0071,0,41,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],en,0.0214,0,58,0.0,0,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],fr,0.072,0,54,10.0,1,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,[],en,0.6434,0,71,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,0
0,0,[],en,0.0143,0,90,8.0,1,streaming,,,,,,Before COVID,,0,0,1,0,0
0,0,['Documentary'],en,0.8121,0,48,0.0,0,streaming,,,,,,Before COVID,,0,0,1,0,0
0,1087475,"['Comedy', 'Drama']",Other,1.5133,1704030,108,6.889,18,theatrical,0.3234,0.7132,0.62012,7.2,1293.0,After COVID,0.5669601600036782,0,2,1,1,2
0,0,"['Action', 'Fantasy']",zh,1.0668,0,90,0.0,0,theatrical,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,1
0,0,['Horror'],en,0.0538,0,56,10.0,1,streaming,,,,,,During COVID,,0,1,1,0,1
0,0,['Documentary'],en,0.0703,0,90,0.0,0,theatrical,,,,,,During COVID,,0,1,1,0,0
0,0,"['Music', 'Documentary']",ko,1.524,29291883,103,8.264,110,theatrical,1.2925,1.8366,1.90344,8.5,1951.0,After COVID,,0,2,1,1,2
0,0,['Family'],en,1.9768,0,80,0.0,0,unknown,,,,,,During COVID,,0,0,1,0,1
0,0,"['Romance', 'Drama']",en,0.0143,0,75,0.0,0,streaming,,,,,,During COVID,,0,0,1,0,1
0,0,['Music'],en,0.0757,0,180,10.0,1,unknown,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,"['Drama', 'Thriller', 'Comedy']",fr,5.9853,1703284,104,6.3,129,unknown,0.4659,1.236,0.6925,6.7,3718.0,After COVID,,0,2,1,2,1
0,0,"['Romance', 'Drama']",ko,0.2046,0,64,6.0,1,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,0,['Music'],Other,0.0286,0,78,10.0,1,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,2
0,0,"['Drama', 'Romance']",ko,1.2081,0,82,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,1,1
0,250000,['Horror'],en,0.0,0,65,0.0,0,unknown,0.0,0.0143,0.0143,,,Before COVID,-1.0,0,1,1,1,1
0,0,['Documentary'],fr,1.9404,0,77,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,0
0,0,['Music'],Other,1.1731,0,115,10.0,1,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,1,2
0,0,['Documentary'],en,0.0363,0,59,0.0,0,unknown,,,,,,Before COVID,,0,1,1,1,1
0,146895,['Documentary'],en,1.4137,0,104,7.0,1,theatrical,,,,,,During COVID,-1.0,0,1,1,1,1
0,0,['Documentary'],en,0.1156,0,81,0.0,0,unknown,,,,,,During COVID,,0,0,1,0,1
0,0,"['Comedy', 'Drama', 'Family']",Other,2.5041,0,68,0.0,0,theatrical,,,,,,During COVID,,0,1,1,1,2
0,0,[],en,0.0143,0,56,0.0,0,unknown,,,,,,Before COVID,,0,0,1,0,1
0,0,"['Drama', 'Thriller', 'Horror']",en,0.5323,0,45,0.0,0,theatrical,,,,,,Before COVID,,0,1,1,0,1
0,0,[],Other,0.0143,0,63,0.0,0,unknown,,,,,,During COVID,,0,0,1,0,2
0,0,[],en,0.0,0,164,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0,0,158,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0,0,175,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,['Horror'],ja,0.1891,0,50,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.2365,0,64,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.1667,0,48,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.3908,0,66,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.1697,0,54,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,0,1
0,0,"['Horror', 'Thriller']",fr,2.4133,2110014,106,6.605,535,streaming,0.3898,1.1076,0.74752,6.2,14151.0,After COVID,,0,2,1,1,2
0,0,['Horror'],ja,0.1741,0,53,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.413,0,68,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Horror'],ja,0.2477,0,59,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,"['Comedy', 'Romance']",zh,1.2556,0,91,10.0,1,streaming,,,,,,Before COVID,,0,0,1,0,1
0,0,['Horror'],ja,0.2638,0,65,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,1,1,1,1
0,0,['Drama'],zh,0.3742,0,89,0.0,0,streaming,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,1
0,0,['Documentary'],Other,1.0299,0,90,5.5,2,theatrical,,,,,,Before COVID,,0,0,1,1,1
0,0,['Drama'],Other,0.0461,0,90,0.0,0,theatrical,,,,,,During COVID,,0,1,1,1,1
0,4400000,"['Science Fiction', 'Horror', 'Thriller']",en,10.8463,262793,105,6.636,892,streaming,1.2532,8.303,4.47246,5.4,33302.0,After COVID,-0.9402743181818182,0,2,1,1,1
0,0,['Comedy'],Other,0.6171,0,92,0.0,0,unknown,0.0,0.0143,0.0143,,,During COVID,,0,0,1,0,0
0,0,[],zh,0.4308,0,96,0.0,0,theatrical,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,1
0,0,[],en,0.0,0,66,6.0,1,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,[],en,0.0071,0,71,6.0,1,streaming,0.0,0.0143,0.0143,,,Before COVID,,0,0,1,0,0
0,0,"['Action', 'Thriller']",en,2.658,0,60,0.0,0,theatrical,,,,,,Before COVID,,0,2,1,1,1
0,0,['Drama'],en,1.1539,0,90,0.0,0,unknown,,,,,,Before COVID,,0,2,1,0,1
0,6000000,"['Drama', 'Comedy', 'Romance']",en,16.752,56286295,139,7.049,2749,theatrical,2.1433,3.0615,1.95646,7.4,234696.0,After COVID,8.381049166666667,0,2,1,1,2
0,0,"['Animation', 'Science Fiction', 'Adventure', 'Family']",Other,0.1251,9000000,86,4.5,4,theatrical,0.0818,0.044,0.12396,6.1,358.0,After COVID,,1,1,1,1,1
0,0,"['Drama', 'Music', 'Family']",Other,0.0214,0,45,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,1,1
0,0,['Crime'],it,0.264,48381,100,6.1,55,theatrical,0.5953,1.1378,0.87686,6.3,645.0,After COVID,,0,2,1,1,1
0,0,[],en,0.1415,0,89,1.0,2,unknown,,,,,,During COVID,,0,0,1,0,1
0,0,[],en,1.0515,0,135,0.0,0,theatrical,,,,,,Before COVID,,0,1,1,1,0
0,0,"['Family', 'Animation']",en,0.1261,0,86,0.0,0,theatrical,,,,,,Before COVID,,0,0,1,0,0
