adult,budget,genres,original_language,popularity,revenue,runtime,vote_average,vote_count,release_strategy,director_popularity,lead_actor_popularity,avg_top5_cast_popularity,imdb_rating,imdb_votes,period,roi,collection_flag,production_companies_count_cat,origin_country_count_cat,production_countries_count_cat,spoken_languages_count_cat
0,30000000,"['Action', 'Thriller', 'Mystery']",en,3.4234,119942387,104,6.364,4520,theatrical,1.655,11.8728,6.65278,6.3,132244.0,Before COVID,2.9980795666666666,0,2,2,2,1
0,0,['Drama'],fr,0.523,3600,107,6.102,44,unknown,0.9469,1.1546,0.46792,5.9,1266.0,Before COVID,,1,2,1,1,1
0,19500000,"['Drama', 'Fantasy', 'Romance']",en,6.6527,195300000,123,7.24,12545,theatrical,5.2591,3.1715,3.4410199999999995,7.3,467963.0,Before COVID,9.015384615384615,0,2,1,1,2
0,3000000,"['Drama', 'Thriller', 'Mystery']",en,3.4437,10700000,121,7.009,4281,theatrical,2.8485,7.3969,4.80592,7.0,209348.0,Before COVID,2.566666666666667,0,2,2,2,2
0,25300000,"['History', 'Drama', 'Thriller']",fr,6.5471,18878646,132,7.1,1553,theatrical,1.9371,2.7057,1.93662,7.2,22803.0,Before COVID,-0.2538084584980237,0,2,1,2,1
0,29000000,"['Comedy', 'Crime', 'Action', 'Drama']",en,3.2146,48453605,119,6.73,3706,theatrical,2.1189,7.3538,5.633319999999999,7.0,174385.0,Before COVID,0.6708139655172414,0,1,1,1,1
0,1500000,"['Thriller', 'Action']",Other,1.8928,6900000,124,6.0,8,theatrical,0.4851,1.4693,1.1783,6.1,937.0,Before COVID,3.6,0,1,1,1,1
0,5000000,"['Action', 'Crime', 'Thriller']",en,8.253,388789,95,5.517,544,streaming,1.8786,4.6975,3.96204,4.7,9821.0,Before COVID,-0.9222422,0,2,1,2,1
0,62770198,"['Adventure', 'Comedy', 'Animation']",en,7.4378,64337744,101,7.843,5195,theatrical,3.2239,7.9301,4.60394,7.8,206129.0,Before COVID,0.024972774500408617,0,2,1,2,2
0,0,"['Drama', 'History', 'War']",en,1.187,847418,137,6.1,84,unknown,0.4232,2.2178,1.70396,6.6,4335.0,During COVID,,0,2,1,2,2
0,0,"['Drama', 'Romance']",en,2.9424,751345,117,6.558,26,unknown,1.8936,2.539,2.48144,6.4,1477.0,Before COVID,,0,0,2,2,1
0,0,['Comedy'],en,6.0032,268476,89,6.632,34,unknown,0.5042,7.7598,3.45896,6.6,1500.0,Before COVID,,0,2,2,2,1
0,0,"['Action', 'Thriller', 'Drama']",en,2.7849,7509436,109,6.3,580,theatrical,0.8974,9.0094,6.32494,6.5,26516.0,Before COVID,,0,2,1,1,1
0,0,"['Action', 'Crime', 'Adventure']",zh,2.0659,808237,98,6.7,97,theatrical,0.9638,0.9638,1.68426,5.4,934.0,Before COVID,,0,0,1,1,1
0,0,"['Comedy', 'Drama']",it,2.7993,38577,90,5.3,38,theatrical,0.3306,1.311,0.64422,5.7,225.0,Before COVID,,0,2,1,1,2
0,51000000,"['Adventure', 'Drama']",en,3.339,99630675,97,6.5,2653,theatrical,0.9507,1.4988,1.62222,6.6,70740.0,Before COVID,0.9535426470588235,0,2,1,2,1
0,5000000,"['Fantasy', 'Drama']",en,2.541,235016,111,5.72,134,streaming,0.5841,0.2779,0.23094,5.7,3940.0,Before COVID,-0.9529968,0,2,1,2,1
0,8000000,"['Thriller', 'Horror', 'Mystery']",es,4.5416,12294931,111,7.275,1734,unknown,1.3288,1.5329,7.304399999999999,6.7,47868.0,Before COVID,0.536866375,0,2,1,2,1
0,40000000,"['Action', 'Adventure', 'Thriller']",en,8.1473,31672678,121,6.899,2294,theatrical,1.9077,8.3688,5.34236,6.6,79387.0,Before COVID,-0.20818305,0,2,2,2,2
0,30000000,"['Drama', 'History']",en,3.8795,150847207,125,7.4,5353,theatrical,2.1247,5.8363,3.93438,7.4,237686.0,Before COVID,4.028240233333333,0,2,1,2,1
0,18000000,"['History', 'Drama']",en,3.2913,2153029,154,6.8,150,unknown,0.7874,1.7742,1.16428,6.5,5873.0,Before COVID,-0.8803872777777778,0,2,1,1,1
0,200000000,"['Action', 'Science Fiction', 'Adventure']",en,7.9305,470116094,114,7.556,10383,streaming,2.4098,4.2211,11.08848,6.3,262062.0,During COVID,1.35058047,1,1,1,1,1
0,170000000,"['Action', 'Science Fiction', 'Adventure']",en,8.4775,405000000,122,7.244,9680,theatrical,2.4651,2.9451,5.1283,7.3,318363.0,Before COVID,1.3823529411764706,0,2,1,1,2
0,15500000,"['Romance', 'Comedy', 'Drama']",hi,1.2836,9600000,132,5.1,62,theatrical,0.7168,3.2588,1.42662,4.2,8640.0,Before COVID,-0.38064516129032255,0,2,1,2,1
0,30000000,['Comedy'],en,4.4404,61700416,105,6.1,1026,theatrical,1.3586,3.5042,2.59806,5.6,41955.0,Before COVID,1.0566805333333333,0,2,1,1,1
0,0,"['Drama', 'Thriller', 'Western']",en,7.8112,855756,136,7.1,627,unknown,1.3724,2.5259,2.98528,7.3,39972.0,Before COVID,,0,2,1,2,2
0,2360000,['Comedy'],it,2.8232,774653,98,6.8,12,streaming,0.297,1.8002,1.08792,5.5,175.0,Before COVID,-0.6717572033898305,0,1,1,1,1
0,0,"['Action', 'Animation', 'Adventure', 'Science Fiction', 'Horror']",ja,4.1933,256320,97,6.9,1050,streaming,1.5811,2.2703,2.71818,6.2,16746.0,Before COVID,,1,2,1,2,2
0,80000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",en,8.5309,528600000,97,6.854,4607,theatrical,1.2485,5.3353,4.45786,6.3,96470.0,Before COVID,5.6075,1,2,1,1,1
0,100000000,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",en,2.2388,119559110,86,6.529,727,theatrical,0.3047,0.2393,3.68074,5.9,13410.0,Before COVID,0.1955911,0,2,1,2,1
0,60000000,"['Family', 'Comedy', 'Adventure', 'Animation']",en,7.444,4810790,95,7.426,2921,streaming,1.2382,4.7432,4.4552,5.9,24645.0,During COVID,-0.9198201666666667,1,2,1,2,1
0,110000,"['Thriller', 'Action', 'Crime']",Other,9.2845,190000,110,7.7,6,theatrical,,,,,,Before COVID,0.7272727272727273,1,2,1,1,1
0,0,"['Comedy', 'Family', 'Adventure']",en,0.2335,7344,81,0.0,0,theatrical,,,,,,Before COVID,,0,2,1,2,2
0,0,"['Horror', 'Mystery', 'Thriller']",en,5.3294,349183,84,4.321,410,theatrical,0.5734,4.9999,1.88898,3.7,7309.0,Before COVID,,0,2,1,1,2
0,35000000,"['Action', 'Crime', 'Thriller']",en,7.5942,75836683,122,6.939,3860,theatrical,1.8684,6.2519,6.0745000000000005,7.1,185396.0,Before COVID,1.1667623714285715,1,2,1,2,2
0,0,"['Comedy', 'Drama']",en,1.6127,15636462,95,6.8,1482,theatrical,2.6464,6.9957,3.3950400000000003,6.9,65622.0,Before COVID,,0,2,2,2,1
0,35000000,"['Drama', 'Romance']",en,3.1874,47756590,130,7.3,3643,theatrical,7.5624,3.1447,2.33626,7.4,157185.0,Before COVID,0.364474,0,2,2,2,2
0,130000000,"['Fantasy', 'Family', 'Comedy']",en,3.048,348807090,131,6.509,3402,theatrical,1.1507,20.7274,6.27122,6.7,99441.0,Before COVID,1.6831314615384616,1,2,1,1,1
0,19000000,"['Drama', 'Horror', 'Thriller']",en,4.5457,45158254,111,5.6,2347,theatrical,0.622,6.0435,5.2759,5.2,53404.0,Before COVID,1.3767502105263159,0,2,1,1,1
0,8000000,"['War', 'Drama']",Other,10.0952,15550000,179,7.435,208,theatrical,0.7191,0.8973,0.59572,7.7,14316.0,Before COVID,0.94375,0,2,1,2,1
0,0,"['Comedy', 'Horror']",en,4.6148,5000,87,6.4,5,streaming,0.1353,0.1046,0.38008,4.1,407.0,Before COVID,,0,1,1,1,1
0,0,['Comedy'],Other,1.5403,5902752,93,4.0,42,theatrical,0.9427,0.9427,0.72194,4.2,5650.0,Before COVID,,1,1,1,1,1
0,7000000,"['Drama', 'Comedy']",en,6.7446,40300000,101,8.0,5795,theatrical,1.5929,9.4747,6.00704,7.6,155555.0,Before COVID,4.757142857142857,0,2,1,2,1
0,250000,['Drama'],en,4.7326,418940,107,2.5,2,theatrical,0.1056,0.8914,1.05296,2.3,322.0,Before COVID,0.67576,0,2,1,1,1
0,0,"['Thriller', 'Science Fiction']",en,4.7624,350000,85,4.33,50,theatrical,0.508,0.3778,1.33824,3.9,2485.0,Before COVID,,0,1,1,1,1
0,0,['Drama'],Other,1.8498,9494535,151,6.749,1668,unknown,0.7203,1.6933,2.21752,7.1,81752.0,Before COVID,,0,2,1,2,2
0,11800000,['Comedy'],es,3.5086,1236731,127,5.2,94,theatrical,0.681,7.765,4.24574,5.3,2373.0,Before COVID,-0.8951922881355933,1,2,1,1,2
0,19700000,"['Adventure', 'Comedy', 'Mystery', 'Romance']",hi,1.6913,12500000,180,6.1,94,theatrical,0.6625,2.8077,1.9436,6.4,13172.0,Before COVID,-0.36548223350253806,0,2,1,1,1
0,0,"['History', 'Documentary']",fr,2.1443,93,60,7.6,5,theatrical,0.4557,0.2784,0.36418,,,Before COVID,,0,1,1,1,1
0,0,['Documentary'],de,1.192,38100,76,0.0,0,theatrical,0.0404,0.0777,0.08172,7.6,83.0,Before COVID,,0,2,1,1,1
0,42000000,"['Crime', 'Thriller', 'Drama']",en,4.8409,73900000,129,6.5,2398,theatrical,2.2661,5.0052,5.4052,6.8,108078.0,Before COVID,0.7595238095238095,0,2,2,2,2
0,5027266,"['Drama', 'Romance', 'Science Fiction', 'Adventure']",ru,3.0528,19454845,117,6.657,864,theatrical,1.5132,2.4989,1.59358,5.6,15177.0,Before COVID,2.8698658475600856,1,2,1,1,1
0,11318430,"['Crime', 'Mystery', 'Thriller']",es,1.4215,17997350,132,6.5,1010,theatrical,1.4552,7.765,3.46446,6.9,39910.0,Before COVID,0.590092442149662,0,2,1,2,2
0,0,"['Drama', 'Thriller', 'Mystery']",en,1.0503,2500000,120,4.542,306,theatrical,0.6972,5.5012,3.933100000000001,4.5,10169.0,Before COVID,,0,2,1,1,1
0,0,"['Comedy', 'Horror', 'Thriller']",en,3.3434,169209,86,5.402,1039,streaming,2.0329,8.2781,3.5495,5.6,29363.0,Before COVID,,0,2,1,2,1
0,4650000,"['Action', 'Crime']",Other,0.6712,2003824,126,6.458,95,streaming,1.2231,0.4045,0.79572,7.3,9871.0,Before COVID,-0.5690701075268817,0,2,1,1,2
0,75000,['Documentary'],en,0.111,15000,96,10.0,1,unknown,0.0352,0.0214,0.0797,9.5,99.0,Before COVID,-0.8,0,2,2,2,0
0,0,['Drama'],en,4.4706,160000,120,4.7,61,streaming,0.8194,8.385,3.4016,4.7,4211.0,Before COVID,,1,2,1,2,2
0,0,"['Animation', 'Adventure', 'Comedy']",zh,1.6385,45150390,99,7.2,18,theatrical,2.7424,1.872,1.44416,5.0,267.0,Before COVID,,1,0,1,0,1
0,0,"['Animation', 'Family']",en,0.5169,339486,72,7.7,6,streaming,0.2822,0.1716,0.1771666666666666,3.2,287.0,Before COVID,,1,1,1,1,1
0,0,"['Drama', 'Crime', 'Comedy', 'History']",en,1.2257,8586944,106,6.8,1317,unknown,1.6494,3.5042,1.92688,7.1,58190.0,Before COVID,,0,2,1,1,1
0,5700000,"['Drama', 'Mystery', 'Thriller']",Other,1.8819,1500000,116,6.8,1090,unknown,2.9327,1.2409,0.93624,6.9,38811.0,Before COVID,-0.7368421052631579,0,2,2,2,2
0,69000000,"['Thriller', 'Mystery']",en,4.8812,151572634,140,6.533,6213,theatrical,1.9782,7.6696,4.2229600000000005,6.6,214876.0,Before COVID,1.19670484057971,0,2,1,1,1
0,0,['Documentary'],en,0.1371,37100,76,5.8,5,unknown,0.0404,0.0214,0.0278666666666666,8.0,147.0,Before COVID,,0,1,2,1,2
0,10000000,"['Drama', 'History']",en,0.9667,7994527,109,6.837,679,theatrical,0.8655,5.6687,3.53598,6.8,24688.0,Before COVID,-0.2005473,0,2,2,2,1
0,0,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Drama']",ja,2.1103,6500000,83,6.2,5,theatrical,,,,,,Before COVID,,1,2,1,1,1
0,150000000,"['Drama', 'Romance', 'Fantasy']",en,76.2999,758733258,162,6.914,2592,theatrical,2.1748,4.7874,4.69844,7.4,190886.0,After COVID,4.05822172,1,2,1,1,1
0,15000000,"['History', 'Drama']",ja,0.4477,8596000,132,7.8,32,unknown,,,,,,Before COVID,-0.42693333333333333,0,2,1,2,2
0,40000000,"['History', 'Drama', 'Music']",en,1.6163,55668698,139,6.7,1208,theatrical,0.9481,1.08,2.42106,5.9,25874.0,Before COVID,0.39171745,0,2,1,1,1
0,17000000,"['Adventure', 'Drama', 'History', 'Romance']",hi,1.5193,16000000,155,6.1,85,theatrical,1.6904,6.9631,2.72246,5.6,13524.0,Before COVID,-0.058823529411764705,0,2,1,1,1
0,5200000,['Comedy'],es,7.8086,2114260,96,5.26,144,theatrical,0.7352,1.9837,1.16616,5.7,2736.0,Before COVID,-0.5934115384615385,0,2,1,2,1
0,0,['Thriller'],Other,2.4476,1000,87,5.9,14,streaming,1.6665,1.9391,1.282,5.4,247.0,Before COVID,,0,1,2,1,1
0,13000000,"['Comedy', 'Drama', 'History']",en,2.4925,24600000,107,7.016,2037,theatrical,2.157,5.4681,3.2456,7.3,123714.0,Before COVID,0.8923076923076924,0,2,2,2,1
0,70000000,"['Crime', 'Comedy', 'Action']",en,7.5732,297718711,111,7.0,8586,theatrical,1.6415,11.7732,7.625919999999999,6.3,257096.0,Before COVID,3.2531244428571426,0,2,1,1,2
0,0,['Thriller'],ru,0.5344,952,106,5.0,1,theatrical,,,,,,Before COVID,,0,2,1,1,1
0,5500000,"['Horror', 'Thriller']",en,5.6831,62198461,89,5.808,2790,theatrical,0.8939,2.2061,2.52592,5.6,64515.0,Before COVID,10.30881109090909,1,2,2,2,2
0,9000000,"['History', 'Drama', 'War']",en,1.9187,4645140,173,7.179,749,theatrical,1.536,1.6959,0.93238,7.4,31226.0,Before COVID,-0.4838733333333333,0,2,1,2,2
0,0,"['Horror', 'Mystery', 'Thriller']",en,4.2586,289299,80,5.1,128,theatrical,0.8012,4.4195,2.4970600000000003,4.8,4332.0,Before COVID,,0,2,1,1,1
0,20000000,"['War', 'Drama', 'History', 'Romance']",en,3.9379,557241,103,5.905,84,theatrical,0.5677,1.8734,1.86498,5.9,4301.0,Before COVID,-0.97213795,0,2,2,1,2
0,0,"['Comedy', 'Drama']",en,6.0786,532669,97,7.1,400,unknown,1.359,0.8666,2.29354,7.3,18569.0,Before COVID,,0,2,1,1,1
0,6750000,"['Romance', 'Drama', 'Fantasy']",hi,1.0937,1500000,129,6.2,19,theatrical,0.4726,1.0444,1.4496600000000002,4.6,1964.0,Before COVID,-0.7777777777777778,0,2,1,1,1
0,0,"['Family', 'Comedy', 'Drama']",en,3.5035,6625303,88,6.5,99,unknown,0.5232,2.45,2.48438,6.4,2658.0,Before COVID,,1,1,2,1,1
0,0,"['Action', 'Adventure', 'Drama', 'Animation']",ko,1.0072,126847,96,4.0,1,theatrical,0.5032,1.9805,0.6982999999999999,4.0,33.0,Before COVID,,0,2,1,1,1
0,175000000,"['Family', 'Animation', 'Comedy', 'Adventure']",en,6.2871,529323962,112,7.169,7893,theatrical,1.2512,3.9626,4.78088,7.0,200556.0,Before COVID,2.0247083542857145,1,1,1,1,1
0,8000000,"['Family', 'Drama']",en,2.7243,17900000,103,7.902,1508,theatrical,1.183,0.9137,1.99448,7.3,36294.0,Before COVID,1.2375,1,2,2,2,1
0,0,"['Documentary', 'Music']",de,0.2073,26950,90,5.0,4,theatrical,0.2464,0.6086,0.173225,7.2,129.0,Before COVID,,0,2,1,2,1
0,0,['Documentary'],es,0.2161,216,65,6.2,6,theatrical,0.2419,0.2419,0.07824,6.8,20.0,Before COVID,,0,2,1,1,1
0,1000000,['Thriller'],Other,0.9557,10000000,157,7.2,29,theatrical,1.0533,2.5638,1.52496,7.3,4796.0,Before COVID,9.0,0,1,1,1,1
0,0,"['Comedy', 'Horror']",Other,1.3784,1400000,133,5.2,9,theatrical,0.3401,2.8237,1.9301,5.5,846.0,Before COVID,,1,1,1,1,2
0,28210303,"['Thriller', 'Action', 'Mystery']",en,3.1724,11247280,93,6.077,986,theatrical,0.8784,4.7384,5.378,5.4,17761.0,Before COVID,-0.6013059483976475,0,2,2,2,2
0,10000000,"['Adventure', 'Comedy']",Other,0.9313,994901,108,6.443,200,streaming,1.7389,0.805,1.44062,6.3,6938.0,Before COVID,-0.9005099,1,2,1,1,2
0,0,['Horror'],ru,1.3385,178210,85,2.6,25,theatrical,1.1082,0.918,1.32888,2.0,553.0,Before COVID,,0,1,1,1,1
0,0,"['Comedy', 'Action', 'Adventure']",Other,1.2696,6318263,95,6.5,11,theatrical,1.1686,1.7446,1.05836,6.4,1343.0,Before COVID,,1,1,1,1,1
0,4200000,['Drama'],Other,2.8376,1792414,116,6.6,138,theatrical,0.5971,0.4483,0.68206,6.8,6719.0,Before COVID,-0.5732347619047619,0,2,1,2,2
0,0,"['Mystery', 'Thriller']",ru,1.9209,1085332,93,5.588,16,streaming,0.5019,2.7018,1.65806,5.6,383.0,Before COVID,,0,2,1,1,1
0,1200000,"['Drama', 'Science Fiction']",ru,1.2211,16410,87,5.2,36,unknown,1.0776,1.2435,1.30404,6.4,1264.0,Before COVID,-0.986325,0,2,1,2,1
0,3000000,"['War', 'Thriller', 'Drama', 'Action']",en,2.58,4500000,90,6.39,1002,theatrical,1.6206,7.1947,4.388133333333333,6.2,34100.0,Before COVID,0.5,0,2,1,1,1
0,0,"['Comedy', 'Fantasy']",en,5.5638,28245,90,5.1,62,theatrical,0.2854,0.9481,1.11512,4.4,896.0,Before COVID,,0,1,1,1,2
0,3500000,"['Fantasy', 'Horror', 'Action']",en,3.3335,8196,83,6.0,237,theatrical,0.721,6.4527,2.38024,5.2,5306.0,Before COVID,-0.9976582857142857,0,2,1,1,1
0,7000000,"['Action', 'Drama']",Other,1.7806,21000000,165,7.3,45,theatrical,3.2834,2.1946,2.21634,7.2,9190.0,Before COVID,2.0,0,1,1,1,1
0,0,"['Drama', 'Comedy']",Other,1.6567,1350426,102,6.84,100,unknown,0.8255,0.9572,0.70466,7.2,3959.0,Before COVID,,0,2,2,2,2
0,38000000,"['Action', 'Fantasy']",zh,3.2273,43300000,130,5.6,165,theatrical,1.494,6.7087,5.28092,4.5,3115.0,Before COVID,0.1394736842105263,1,2,2,2,2
0,0,"['Thriller', 'Crime', 'Horror']",Other,1.7771,15462,97,4.6,5,theatrical,0.7996,0.51,0.60338,4.2,177.0,Before COVID,,0,2,1,1,1
0,10000000,"['Horror', 'Thriller']",en,4.3253,172811971,103,6.254,3047,theatrical,0.8962,2.56,2.16954,5.7,78515.0,Before COVID,16.2811971,1,2,1,1,1
0,146000000,"['Science Fiction', 'Adventure', 'Action']",en,8.4093,67319703,131,6.263,3399,theatrical,2.3168,6.8434,3.4523,5.2,110126.0,After COVID,-0.5389061438356164,0,2,1,2,2
0,15000000,"['Thriller', 'Science Fiction', 'Action', 'Crime', 'Drama']",en,5.8566,12371132,94,6.067,1615,theatrical,0.5004,6.2776,4.2947,6.1,61517.0,Before COVID,-0.17525786666666668,0,2,2,2,2
0,20000000,"['Science Fiction', 'Thriller', 'Mystery', 'Action']",en,10.123,27975429,123,7.155,6294,streaming,0.7632,5.4344,3.91838,6.8,142455.0,Before COVID,0.39877145,0,2,1,2,1
0,0,"['Horror', 'Comedy']",en,3.5416,176288,89,6.661,1574,streaming,1.614,1.3196,5.04434,6.5,50264.0,Before COVID,,0,2,2,2,1
0,20000000,"['Family', 'Drama']",en,5.9068,315025930,113,8.1,8100,theatrical,0.9312,3.8451,4.4966,7.9,192451.0,Before COVID,14.7512965,1,2,1,2,1
0,60000,"['Thriller', 'Action', 'Crime', 'Drama']",en,1.7426,120000,81,3.8,5,theatrical,0.7835,0.3094,1.30272,2.5,336.0,Before COVID,1.0,0,1,2,1,1
0,20000000,['Drama'],en,4.3665,11710110,120,6.3,558,unknown,1.4241,3.0483,2.9568,5.9,12128.0,Before COVID,-0.4144945,0,2,1,2,1
0,0,"['Drama', 'Romance']",en,1.6175,5026154,118,7.5,780,streaming,4.4006,6.2407,3.95858,7.2,26236.0,Before COVID,,0,2,1,2,1
0,0,"['Comedy', 'Adventure', 'Drama']",en,3.3976,3267486,96,6.9,304,theatrical,0.581,2.3645,2.38516,6.8,9103.0,Before COVID,,0,1,1,2,1
0,34000000,"['Drama', 'Thriller', 'History']",en,1.4171,23400000,143,7.3,1709,theatrical,1.7232,1.8795,3.53598,7.3,58323.0,Before COVID,-0.31176470588235294,0,2,1,1,1
0,0,['Drama'],en,0.9604,955925,88,7.3,611,streaming,2.9337,2.6323,2.87146,7.3,27944.0,Before COVID,,0,2,1,1,2
0,103000000,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']",en,2.3869,132675864,109,5.065,1832,theatrical,1.8894,1.6538,2.65706,4.3,49353.0,Before COVID,0.2881151844660194,0,2,1,1,1
0,0,"['Comedy', 'Romance', 'Music']",Other,0.3195,80000,103,9.0,3,theatrical,0.2051,0.2051,0.75222,6.8,53.0,Before COVID,,0,2,1,1,1
0,12700000,"['History', 'Drama', 'War', 'Action']",ko,1.744,49196532,111,5.9,216,theatrical,2.3736,4.1947,4.11266,6.2,6616.0,Before COVID,2.8737426771653545,1,2,1,1,2
0,8000000,"['Drama', 'Adventure']",en,0.8299,2400000,121,6.9,354,theatrical,1.0421,2.3446,3.69216,7.1,14694.0,Before COVID,-0.7,0,2,1,1,1
0,0,"['Romance', 'Comedy', 'Drama']",ja,1.8479,12116649,111,7.162,37,theatrical,1.8333,2.3814,2.46092,6.9,1292.0,Before COVID,,1,2,1,1,1
0,0,['Drama'],fr,0.8022,126463,89,6.047,85,unknown,0.5415,2.1214,0.95476,6.3,1340.0,Before COVID,,0,2,2,2,1
0,31000000,"['Action', 'Drama']",en,3.3888,7220490,103,5.788,321,unknown,2.8447,1.9781,2.0371200000000003,5.7,9263.0,Before COVID,-0.7670809677419355,0,2,1,2,2
0,0,"['Drama', 'Romance']",ja,3.9489,268,77,5.724,67,unknown,1.6764,4.3887,2.03728,5.7,1550.0,Before COVID,,0,1,1,1,1
0,1000,[],en,0.0409,1000,143,8.0,1,theatrical,0.0478,0.3421,0.19646,8.4,9.0,Before COVID,0.0,0,0,1,1,1
0,0,"['Fantasy', 'Animation', 'Family']",zh,1.9048,3916195,90,7.621,210,theatrical,0.2725,1.7214,1.2685,6.0,1671.0,Before COVID,,1,1,1,2,1
0,0,"['Action', 'Drama', 'History']",ko,1.5821,39695124,126,6.72,66,theatrical,1.4083,3.6822,2.68484,7.1,2431.0,Before COVID,,0,2,1,1,2
0,0,"['Drama', 'Romance']",en,4.8555,21626,81,7.0,512,streaming,1.2851,3.3294,2.03178,7.3,22189.0,Before COVID,,0,1,1,1,1
0,5444966,"['Drama', 'War']",ru,1.4459,945991,130,6.917,48,unknown,1.8546,1.5009,1.35722,7.0,2127.0,Before COVID,-0.8262631942972647,0,2,1,2,1
0,0,['Comedy'],it,1.4757,229852,98,6.4,227,theatrical,0.1994,0.6779,0.73396,6.3,701.0,Before COVID,,0,2,1,1,1
0,0,"['Romance', 'Comedy', 'Drama']",ja,1.7229,8674783,112,7.705,22,unknown,1.8333,2.3814,2.4581600000000003,6.9,996.0,Before COVID,,1,2,1,1,1
0,0,"['Action', 'Crime', 'Thriller']",ko,2.504,18200000,136,6.8,113,unknown,1.618,2.6398,2.48354,6.7,3696.0,Before COVID,,0,2,1,1,2
0,3500000,"['Adventure', 'Animation', 'Comedy', 'Crime']",en,4.4434,39091,74,6.172,633,streaming,0.7305,1.5183,2.44696,5.9,16312.0,Before COVID,-0.9888311428571429,0,2,1,1,1
0,0,['Romance'],zh,1.6495,2643051,101,6.9,8,theatrical,1.0877,2.8425,2.13296,6.2,293.0,Before COVID,,0,0,1,1,1
0,0,"['Family', 'Animation', 'Fantasy', 'Horror']",en,5.0252,28115,83,4.8,40,unknown,0.8972,1.8734,1.64316,4.5,2921.0,Before COVID,,1,2,1,1,1
0,1500000,['Drama'],en,3.4441,2082980,113,7.2,280,theatrical,1.9389,1.3424,1.29702,5.9,4515.0,Before COVID,0.38865333333333335,0,2,1,1,1
0,0,"['Action', 'Adventure', 'Horror']",en,1.2721,7910928,90,5.4,245,theatrical,0.5092,4.4632,2.98378,4.5,4453.0,Before COVID,,0,2,2,2,2
0,0,['Drama'],en,4.0601,5245263,86,6.6,797,theatrical,2.8771,8.4742,3.32552,6.8,29404.0,Before COVID,,0,2,1,1,1
0,0,"['Adventure', 'Thriller']",Other,2.1947,359994,85,4.4,101,streaming,1.0943,1.5437,1.181175,4.2,2459.0,Before COVID,,0,1,1,1,1
0,300000,"['Comedy', 'Romance']",Other,1.6417,300000,151,4.9,4,theatrical,0.4639,2.5808,2.0469,5.5,309.0,Before COVID,0.0,0,1,1,1,1
0,0,"['Drama', 'Family', 'Thriller']",Other,1.1189,1500000,137,6.9,12,theatrical,0.4596,2.5638,1.49658,7.5,1123.0,Before COVID,,0,2,1,1,2
0,4200000,"['Action', 'Comedy', 'Romance']",Other,1.3233,6900000,150,5.167,12,theatrical,2.9769,2.2065,1.9375,5.1,517.0,Before COVID,0.6428571428571429,0,1,1,1,2
0,0,"['Animation', 'Comedy', 'Drama', 'Action', 'Thriller']",en,1.3323,68883,76,6.7,38,theatrical,1.6028,5.3597,2.93016,6.1,1304.0,Before COVID,,0,2,1,1,1
0,0,['Thriller'],es,3.7684,50447,87,4.0,4,theatrical,0.2416,0.1662,0.4880333333333333,4.5,75.0,Before COVID,,0,0,1,1,1
0,165000,"['Documentary', 'Music']",en,1.1311,2350000,102,10.0,1,theatrical,0.0,0.4041,0.66752,8.5,13.0,Before COVID,13.242424242424242,0,1,1,1,1
0,1000000,['Documentary'],en,3.5747,7123919,93,7.7,496,unknown,0.5149,9.8686,4.0331,7.9,24513.0,Before COVID,6.123919,0,2,1,2,2
0,0,"['Drama', 'Family']",Other,1.4855,1500000,127,6.826,23,theatrical,1.8558,1.5301,1.23394,7.2,1649.0,Before COVID,,0,1,1,1,1
0,4000000,"['Drama', 'Mystery', 'Thriller']",es,5.6564,30000000,107,8.083,4802,unknown,2.4219,1.6261,1.6243,8.0,208184.0,Before COVID,6.5,0,2,1,1,1
0,0,"['Action', 'Crime', 'Drama']",Other,1.8465,88658655,108,6.4,70,unknown,1.2592,2.9494,3.42918,6.0,1730.0,Before COVID,,1,2,2,2,2
0,1200000,['Thriller'],es,2.9436,1813729,92,6.6,446,theatrical,0.6741,0.7573,1.01692,6.7,13018.0,Before COVID,0.5114408333333333,0,1,1,1,1
0,0,['Action'],Other,1.4908,17000000,168,5.5,56,theatrical,0.3935,3.3948,2.0557600000000003,5.8,13268.0,Before COVID,,0,1,1,1,1
0,25000000,"['History', 'Drama', 'Mystery', 'Thriller']",en,3.0111,4957273,124,7.1,1246,streaming,0.5779,9.4532,5.77318,7.2,54118.0,Before COVID,-0.80170908,0,2,2,2,1
0,0,"['Drama', 'Comedy']",fr,1.1292,55736,90,5.8,6,theatrical,0.6175,0.4178,0.38612,6.4,101.0,Before COVID,,0,2,1,2,2
0,0,"['Comedy', 'Drama']",en,2.6946,24931915,97,6.397,1025,theatrical,1.9965,6.6521,4.78578,6.6,50913.0,Before COVID,,0,2,1,1,1
0,0,['Drama'],Other,0.8868,49072,107,5.0,4,theatrical,1.583,0.8497,0.73892,6.5,108.0,Before COVID,,0,2,1,1,1
0,0,['Comedy'],en,7.141,1647675,90,5.883,626,theatrical,0.956,5.2773,4.70434,5.8,28191.0,Before COVID,,0,2,2,2,1
